""	"C1"	"C2"	"C3"	"KO1"	"KO2"	"KO3"
"ENSMUSG00000095630.2"	0	0	0	0	0	0
"ENSMUSG00000095632.2"	2	8	8	18	10	9
"ENSMUSG00000095633.2"	0	0	0	0	0	0
"ENSMUSG00000095634.2"	0	0	0	0	0	0
"ENSMUSG00000095637.1"	0	0	0	0	0	0
"ENSMUSG00000095638.2"	0	0	0	0	0	0
"ENSMUSG00000095640.4"	0	0	0	3	4	0
"ENSMUSG00000095642.3"	0	0	0	0	0	0
"ENSMUSG00000095643.2"	0	0	0	0	0	0
"ENSMUSG00000095646.1"	0	0	2	0	0	0
"ENSMUSG00000095647.1"	0	0	0	0	0	0
"ENSMUSG00000095648.7"	59	21	148	89	46	70
"ENSMUSG00000095649.3"	0	0	2	2	4	5
"ENSMUSG00000095650.2"	0	0	0	0	0	0
"ENSMUSG00000095653.2"	0	0	0	0	0	0
"ENSMUSG00000095654.2"	2	4	3	1	3	0
"ENSMUSG00000095655.1"	0	0	0	0	0	0
"ENSMUSG00000095656.1"	0	0	0	0	0	0
"ENSMUSG00000095657.1"	0	0	0	0	0	0
"ENSMUSG00000095658.2"	1	0	0	2	4	0
"ENSMUSG00000095659.2"	0	0	0	0	0	0
"ENSMUSG00000095661.1"	2	0	3	2	0	0
"ENSMUSG00000095662.1"	0	0	0	1	0	0
"ENSMUSG00000095663.1"	0	0	0	0	0	0
"ENSMUSG00000095664.2"	17	41	27	45	28	24
"ENSMUSG00000095666.1"	0	0	0	0	0	0
"ENSMUSG00000095667.2"	0	0	0	0	0	0
"ENSMUSG00000095668.1"	0	0	0	0	0	0
"ENSMUSG00000095670.2"	4	3	10	7	4	9
"ENSMUSG00000095672.1"	0	0	4	0	0	0
"ENSMUSG00000095673.1"	0	0	1	0	0	0
"ENSMUSG00000095675.1"	0	4	0	10	0	0
"ENSMUSG00000095677.2"	620	331	981	844	595	891
"ENSMUSG00000095680.1"	0	0	0	0	0	0
"ENSMUSG00000095681.7"	218	131	102	316	180	285
"ENSMUSG00000095682.1"	0	0	0	0	0	0
"ENSMUSG00000095683.2"	0	0	0	0	0	0
"ENSMUSG00000095686.7"	0	0	0	18	6	14
"ENSMUSG00000095687.2"	2316	852	2098	3045	2375	2103
"ENSMUSG00000095689.5"	0	0	0	0	0	0
"ENSMUSG00000095690.2"	2015	321	2542	3046	2159	2344
"ENSMUSG00000095693.1"	0	0	0	0	0	0
"ENSMUSG00000095696.3"	3	1	0	0	1	4
"ENSMUSG00000095698.2"	0	0	0	0	0	0
"ENSMUSG00000095700.2"	0	0	0	0	0	0
"ENSMUSG00000095702.1"	0	0	0	0	0	0
"ENSMUSG00000095704.2"	0	0	3	0	0	0
"ENSMUSG00000095706.3"	0	0	0	0	0	0
"ENSMUSG00000095710.7"	0	0	0	0	0	0
"ENSMUSG00000095711.5"	0	0	0	0	0	0
"ENSMUSG00000095716.1"	0	0	0	0	0	0
"ENSMUSG00000095717.1"	0	0	0	0	1	0
"ENSMUSG00000095718.2"	0	0	0	0	0	0
"ENSMUSG00000095721.1"	0	0	0	0	0	0
"ENSMUSG00000095724.1"	9	5	8	9	1	15
"ENSMUSG00000095728.1"	0	0	0	0	0	0
"ENSMUSG00000095730.3"	13	49	38	101	19	46
"ENSMUSG00000095736.1"	0	1	0	0	0	0
"ENSMUSG00000095737.5"	0	0	0	0	0	0
"ENSMUSG00000095741.3"	0	0	6	0	0	0
"ENSMUSG00000095742.1"	0	14	0	0	0	0
"ENSMUSG00000095743.1"	0	0	0	0	0	0
"ENSMUSG00000095745.1"	0	0	0	0	0	0
"ENSMUSG00000095753.2"	0	0	0	0	0	0
"ENSMUSG00000095754.1"	0	0	0	0	0	0
"ENSMUSG00000095755.1"	0	10	0	0	0	0
"ENSMUSG00000095756.2"	0	0	0	0	0	1
"ENSMUSG00000095758.1"	0	0	0	0	0	0
"ENSMUSG00000095759.1"	0	0	0	0	0	0
"ENSMUSG00000095761.6"	0	0	0	0	0	0
"ENSMUSG00000095762.1"	2	18	0	0	0	0
"ENSMUSG00000095763.1"	0	0	0	0	0	0
"ENSMUSG00000095765.3"	0	0	1	0	2	0
"ENSMUSG00000095766.2"	0	0	0	0	0	0
"ENSMUSG00000095768.1"	0	0	0	0	0	0
"ENSMUSG00000095769.1"	0	0	0	0	0	0
"ENSMUSG00000095770.1"	0	0	0	0	0	0
"ENSMUSG00000095771.2"	0	0	0	2	5	0
"ENSMUSG00000095773.3"	0	0	9	0	0	4
"ENSMUSG00000095774.2"	1	11	8	11	4	11
"ENSMUSG00000095779.1"	1338	328	1926	856	1770	2647
"ENSMUSG00000095785.2"	0	0	0	0	0	0
"ENSMUSG00000095787.1"	0	0	0	0	0	0
"ENSMUSG00000095788.6"	0	13	0	2	10	0
"ENSMUSG00000095789.6"	93	39	88	185	107	97
"ENSMUSG00000095793.7"	0	0	0	0	0	0
"ENSMUSG00000095794.2"	0	0	0	0	0	0
"ENSMUSG00000095797.8"	0	0	0	0	0	0
"ENSMUSG00000095799.1"	0	0	0	0	0	0
"ENSMUSG00000095802.1"	0	0	0	0	0	0
"ENSMUSG00000095804.2"	2	2	3	0	0	3
"ENSMUSG00000095806.1"	0	0	0	0	0	0
"ENSMUSG00000095807.2"	0	0	0	0	0	0
"ENSMUSG00000095809.3"	14	4	8	20	7	15
"ENSMUSG00000095812.1"	4	7	5	0	5	0
"ENSMUSG00000095813.4"	0	0	0	0	0	0
"ENSMUSG00000095814.1"	0	0	0	0	0	0
"ENSMUSG00000095816.2"	0	0	0	0	0	0
"ENSMUSG00000095817.1"	0	0	0	0	0	0
"ENSMUSG00000095820.1"	0	0	0	0	0	0
"ENSMUSG00000095821.2"	0	0	0	0	0	0
"ENSMUSG00000095822.2"	0	0	0	0	0	0
"ENSMUSG00000095824.1"	0	44	1	3	1	0
"ENSMUSG00000095826.1"	1	0	0	0	0	0
"ENSMUSG00000095827.2"	0	0	0	0	0	0
"ENSMUSG00000095829.8"	0	0	0	0	0	0
"ENSMUSG00000095831.2"	0	0	3	0	0	0
"ENSMUSG00000095834.2"	0	0	0	0	0	0
"ENSMUSG00000095836.3"	0	0	0	3	4	0
"ENSMUSG00000095837.1"	0	0	0	0	0	0
"ENSMUSG00000095839.3"	0	0	0	0	0	0
"ENSMUSG00000095841.2"	0	0	0	0	0	0
"ENSMUSG00000095845.3"	0	3	0	0	4	1
"ENSMUSG00000095847.1"	0	24	16	7	5	0
"ENSMUSG00000095850.1"	0	0	0	0	0	0
"ENSMUSG00000095852.7"	0	1	0	0	0	0
"ENSMUSG00000095854.4"	0	0	0	0	0	0
"ENSMUSG00000095858.4"	0	0	3	1	2	2
"ENSMUSG00000095859.2"	0	0	0	0	0	0
"ENSMUSG00000095860.1"	0	0	0	0	0	0
"ENSMUSG00000095862.1"	0	0	0	0	0	0
"ENSMUSG00000095863.2"	0	0	0	0	0	0
"ENSMUSG00000095864.2"	4	17	6	5	5	10
"ENSMUSG00000095865.1"	59	0	63	50	41	46
"ENSMUSG00000095866.1"	0	0	0	0	0	0
"ENSMUSG00000095867.2"	0	0	0	0	0	0
"ENSMUSG00000095869.1"	0	2	0	0	3	0
"ENSMUSG00000095870.1"	0	0	0	0	0	0
"ENSMUSG00000095872.7"	0	0	0	0	0	0
"ENSMUSG00000095873.1"	0	0	0	0	0	0
"ENSMUSG00000095874.2"	0	0	0	0	0	0
"ENSMUSG00000095879.1"	0	0	0	0	0	0
"ENSMUSG00000095886.2"	0	0	0	0	0	0
"ENSMUSG00000095887.7"	0	0	0	0	0	0
"ENSMUSG00000095889.1"	0	0	0	0	0	0
"ENSMUSG00000095890.1"	0	0	0	0	0	0
"ENSMUSG00000095891.7"	13	12	18	201	82	35
"ENSMUSG00000095893.4"	0	0	0	1	0	0
"ENSMUSG00000095895.2"	0	0	0	1	0	0
"ENSMUSG00000095896.1"	0	0	0	0	0	0
"ENSMUSG00000095897.1"	0	0	0	0	0	0
"ENSMUSG00000095899.1"	0	0	0	0	0	0
"ENSMUSG00000095900.2"	0	0	0	0	0	0
"ENSMUSG00000095901.2"	0	0	0	0	0	0
"ENSMUSG00000095903.3"	0	0	0	0	0	0
"ENSMUSG00000095905.2"	0	0	0	0	0	0
"ENSMUSG00000095906.1"	0	0	0	0	0	0
"ENSMUSG00000095907.2"	0	0	0	0	0	0
"ENSMUSG00000095909.1"	0	0	0	0	0	0
"ENSMUSG00000095910.2"	0	0	0	0	0	0
"ENSMUSG00000095912.1"	1	0	3	0	0	0
"ENSMUSG00000095914.1"	0	0	0	0	0	0
"ENSMUSG00000095916.2"	21	10	15	23	18	35
"ENSMUSG00000095917.2"	21	34	42	27	22	47
"ENSMUSG00000095918.7"	0	0	0	0	0	2
"ENSMUSG00000095920.2"	0	0	0	0	0	0
"ENSMUSG00000095922.1"	0	0	0	0	0	0
"ENSMUSG00000095923.6"	0	0	0	0	0	0
"ENSMUSG00000095925.1"	0	0	0	0	0	0
"ENSMUSG00000095927.1"	0	0	0	0	0	0
"ENSMUSG00000095928.3"	23	47	25	45	38	64
"ENSMUSG00000095929.2"	9	3	5	6	3	4
"ENSMUSG00000095930.1"	4024	1669	4156	5343	3923	4243
"ENSMUSG00000095931.1"	0	0	0	0	0	0
"ENSMUSG00000095932.3"	0	1	0	1	1	4
"ENSMUSG00000095934.1"	0	0	0	0	0	0
"ENSMUSG00000095935.1"	0	0	0	0	0	0
"ENSMUSG00000095936.3"	0	0	0	0	0	0
"ENSMUSG00000095937.1"	3251	0	8770	0	1545	2254
"ENSMUSG00000095940.1"	0	4	0	0	0	0
"ENSMUSG00000095941.3"	0	0	0	0	0	0
"ENSMUSG00000095948.7"	0	1	0	0	0	0
"ENSMUSG00000095950.2"	0	0	0	0	0	0
"ENSMUSG00000095952.1"	0	0	0	0	0	0
"ENSMUSG00000095954.4"	1	0	1	0	0	2
"ENSMUSG00000095957.2"	1	0	1	1	0	0
"ENSMUSG00000095958.3"	0	0	0	0	0	0
"ENSMUSG00000095960.1"	2	0	1	0	0	1
"ENSMUSG00000095961.2"	59	30	66	85	49	69
"ENSMUSG00000095962.1"	0	0	0	0	0	0
"ENSMUSG00000095963.1"	0	0	0	0	0	0
"ENSMUSG00000095964.1"	0	0	0	0	0	0
"ENSMUSG00000095965.1"	0	0	0	0	0	0
"ENSMUSG00000095970.1"	0	0	0	0	0	0
"ENSMUSG00000095973.1"	0	0	0	0	0	0
"ENSMUSG00000095974.1"	0	0	0	0	0	0
"ENSMUSG00000095975.3"	1	0	5	5	4	0
"ENSMUSG00000095976.2"	0	0	0	0	0	0
"ENSMUSG00000095978.1"	0	0	0	0	0	0
"ENSMUSG00000095979.7"	0	0	0	0	0	0
"ENSMUSG00000095981.1"	0	0	0	0	0	0
"ENSMUSG00000095984.1"	0	0	0	0	0	0
"ENSMUSG00000095987.1"	2	0	1	0	0	0
"ENSMUSG00000095988.1"	0	0	0	0	0	1
"ENSMUSG00000095990.1"	503	351	691	1127	587	513
"ENSMUSG00000095991.1"	0	0	0	0	0	0
"ENSMUSG00000095992.2"	0	0	0	0	0	0
"ENSMUSG00000095993.1"	0	0	0	0	0	0
"ENSMUSG00000095994.1"	0	0	0	0	0	0
"ENSMUSG00000095996.4"	0	0	0	0	0	0
"ENSMUSG00000096000.1"	0	0	0	0	0	0
"ENSMUSG00000096001.2"	14	7	26	55	38	22
"ENSMUSG00000096002.2"	743	446	991	1331	802	1141
"ENSMUSG00000096003.7"	0	0	116	41	0	22
"ENSMUSG00000096006.1"	10163	851	10467	14199	10848	10689
"ENSMUSG00000096009.2"	0	0	0	0	0	0
"ENSMUSG00000096010.2"	42	15	51	81	36	35
"ENSMUSG00000096011.1"	0	0	0	0	0	0
"ENSMUSG00000096014.1"	2842	1819	3845	4737	3992	4430
"ENSMUSG00000096016.7"	0	0	0	0	0	0
"ENSMUSG00000096020.2"	0	0	0	0	0	0
"ENSMUSG00000096023.1"	0	0	0	0	0	0
"ENSMUSG00000096024.3"	0	0	0	0	0	0
"ENSMUSG00000096029.4"	0	0	1	0	1	0
"ENSMUSG00000096033.2"	0	0	0	0	0	0
"ENSMUSG00000096035.2"	3	5	8	5	3	3
"ENSMUSG00000096036.2"	0	0	0	0	1	0
"ENSMUSG00000096038.2"	0	0	0	0	0	0
"ENSMUSG00000096039.8"	535	231	476	822	486	478
"ENSMUSG00000096042.2"	3	0	0	0	0	0
"ENSMUSG00000096044.4"	0	0	0	3	0	0
"ENSMUSG00000096045.7"	0	0	0	8	2	0
"ENSMUSG00000096049.1"	0	0	0	0	0	0
"ENSMUSG00000096051.2"	0	0	0	0	0	0
"ENSMUSG00000096054.3"	51378	22136	60231	71890	45812	68087
"ENSMUSG00000096055.2"	0	0	0	0	0	0
"ENSMUSG00000096065.1"	2	0	0	0	0	0
"ENSMUSG00000096066.4"	0	0	0	0	0	0
"ENSMUSG00000096068.1"	0	0	0	0	0	0
"ENSMUSG00000096069.4"	0	0	0	0	0	0
"ENSMUSG00000096071.1"	0	0	0	0	0	0
"ENSMUSG00000096072.1"	0	0	0	0	0	0
"ENSMUSG00000096073.1"	0	0	0	0	0	0
"ENSMUSG00000096074.2"	0	0	0	0	0	0
"ENSMUSG00000096078.2"	0	0	0	0	0	0
"ENSMUSG00000096081.1"	0	0	0	0	0	0
"ENSMUSG00000096083.1"	0	0	0	0	1	0
"ENSMUSG00000096084.2"	0	0	0	0	0	2
"ENSMUSG00000096086.1"	1	1	4	0	8	1
"ENSMUSG00000096088.1"	0	0	0	0	0	0
"ENSMUSG00000096094.2"	14	2	18	12	11	24
"ENSMUSG00000096096.3"	0	0	0	0	0	0
"ENSMUSG00000096097.1"	0	0	0	0	0	0
"ENSMUSG00000096099.2"	8	6	3	5	2	7
"ENSMUSG00000096100.1"	0	0	0	0	0	0
"ENSMUSG00000096102.3"	2	0	3	1	0	4
"ENSMUSG00000096105.1"	0	0	0	0	6	0
"ENSMUSG00000096106.1"	0	0	0	0	0	0
"ENSMUSG00000096107.2"	55	71	83	84	72	66
"ENSMUSG00000096108.2"	0	0	0	0	0	0
"ENSMUSG00000096109.2"	7	0	5	5	1	3
"ENSMUSG00000096119.1"	0	0	0	0	0	0
"ENSMUSG00000096120.1"	0	0	0	0	0	0
"ENSMUSG00000096122.2"	0	0	0	0	0	0
"ENSMUSG00000096127.2"	0	0	0	0	0	0
"ENSMUSG00000096129.2"	0	0	0	0	0	0
"ENSMUSG00000096131.3"	0	0	0	0	0	0
"ENSMUSG00000096135.1"	0	0	0	0	0	0
"ENSMUSG00000096137.1"	0	0	0	0	0	0
"ENSMUSG00000096138.5"	0	0	0	0	0	0
"ENSMUSG00000096139.4"	0	0	0	0	0	0
"ENSMUSG00000096140.2"	22	7	18	44	27	44
"ENSMUSG00000096141.2"	151	87	179	206	165	163
"ENSMUSG00000096145.2"	947	540	1142	1554	976	834
"ENSMUSG00000096146.2"	6700	2722	8173	9151	5074	7036
"ENSMUSG00000096149.5"	0	0	0	5	0	0
"ENSMUSG00000096150.1"	1	0	0	0	0	0
"ENSMUSG00000096151.2"	12	13	16	28	32	24
"ENSMUSG00000096152.1"	0	0	0	0	0	0
"ENSMUSG00000096154.1"	0	0	0	0	0	0
"ENSMUSG00000096156.1"	3	16	0	0	0	0
"ENSMUSG00000096157.2"	0	0	0	0	1	0
"ENSMUSG00000096158.1"	0	0	0	0	0	0
"ENSMUSG00000096160.2"	1104	33	1082	1674	1258	1123
"ENSMUSG00000096164.1"	0	0	0	0	0	0
"ENSMUSG00000096167.4"	36	33	46	76	38	46
"ENSMUSG00000096168.1"	0	0	0	0	0	0
"ENSMUSG00000096169.3"	31	30	22	53	49	29
"ENSMUSG00000096171.1"	48	24	31	14	21	49
"ENSMUSG00000096173.2"	0	0	0	0	0	0
"ENSMUSG00000096175.3"	0	0	0	0	0	2
"ENSMUSG00000096176.1"	0	0	0	0	0	0
"ENSMUSG00000096177.2"	10	15	2	7	3	5
"ENSMUSG00000096178.7"	0	0	0	0	0	0
"ENSMUSG00000096179.1"	0	0	0	0	0	0
"ENSMUSG00000096180.2"	0	0	0	0	0	0
"ENSMUSG00000096183.7"	0	0	0	0	0	0
"ENSMUSG00000096188.1"	20419	9666	24554	28727	18513	23961
"ENSMUSG00000096192.2"	1	0	3	6	5	5
"ENSMUSG00000096194.1"	0	0	0	0	0	0
"ENSMUSG00000096197.1"	0	0	0	0	0	0
"ENSMUSG00000096199.2"	1557	743	2032	2586	1883	1791
"ENSMUSG00000096201.1"	4	0	7	34	0	9
"ENSMUSG00000096209.4"	5	2	17	15	19	16
"ENSMUSG00000096210.2"	14741	7157	17883	23630	16726	16240
"ENSMUSG00000096213.1"	0	0	0	0	0	0
"ENSMUSG00000096215.8"	9	6	12	9	20	20
"ENSMUSG00000096216.2"	1	0	0	1	0	0
"ENSMUSG00000096217.1"	2	0	0	0	0	0
"ENSMUSG00000096218.2"	30	9	35	28	21	38
"ENSMUSG00000096220.2"	114	83	184	170	115	123
"ENSMUSG00000096223.2"	1	8	2	0	0	7
"ENSMUSG00000096225.7"	139	160	170	346	205	298
"ENSMUSG00000096228.5"	2	2	0	1	0	1
"ENSMUSG00000096229.3"	0	0	1	5	0	3
"ENSMUSG00000096230.4"	0	0	0	0	0	0
"ENSMUSG00000096233.1"	27	2	12	35	22	8
"ENSMUSG00000096235.1"	0	0	0	0	0	0
"ENSMUSG00000096236.1"	0	0	0	0	0	0
"ENSMUSG00000096237.1"	9	25	0	18	0	12
"ENSMUSG00000096240.1"	0	0	0	0	0	0
"ENSMUSG00000096244.1"	0	0	0	0	0	0
"ENSMUSG00000096250.1"	0	0	0	0	0	0
"ENSMUSG00000096254.2"	0	0	0	0	0	0
"ENSMUSG00000096255.2"	952	679	1090	1476	1289	1022
"ENSMUSG00000096256.1"	31	30	194	0	48	143
"ENSMUSG00000096257.2"	125	53	168	254	221	145
"ENSMUSG00000096258.2"	0	0	0	0	0	1
"ENSMUSG00000096259.2"	0	0	0	0	0	0
"ENSMUSG00000096265.2"	0	14	0	0	9	7
"ENSMUSG00000096268.2"	0	0	0	0	0	0
"ENSMUSG00000096269.3"	0	0	0	0	0	0
"ENSMUSG00000096270.1"	0	0	0	0	0	0
"ENSMUSG00000096271.1"	2	0	626	351	1286	1143
"ENSMUSG00000096273.3"	0	0	0	0	0	0
"ENSMUSG00000096275.2"	0	0	0	0	0	0
"ENSMUSG00000096276.9"	0	0	0	0	0	0
"ENSMUSG00000096277.2"	0	0	0	0	0	0
"ENSMUSG00000096278.8"	0	0	0	0	0	0
"ENSMUSG00000096283.2"	0	0	0	0	0	0
"ENSMUSG00000096284.2"	0	3	5	0	2	0
"ENSMUSG00000096286.1"	0	0	0	0	0	0
"ENSMUSG00000096289.4"	11	10	16	19	4	17
"ENSMUSG00000096292.1"	0	0	0	0	0	0
"ENSMUSG00000096293.2"	0	0	0	0	0	0
"ENSMUSG00000096294.1"	0	0	0	0	0	0
"ENSMUSG00000096295.2"	0	20	0	0	0	0
"ENSMUSG00000096301.1"	0	0	0	0	0	0
"ENSMUSG00000096304.1"	0	0	0	0	0	0
"ENSMUSG00000096308.1"	0	0	0	0	0	0
"ENSMUSG00000096311.1"	0	0	0	0	0	0
"ENSMUSG00000096316.7"	0	0	0	2	0	0
"ENSMUSG00000096320.2"	4	0	1	9	5	13
"ENSMUSG00000096323.2"	0	0	0	0	0	0
"ENSMUSG00000096326.2"	0	0	0	0	0	0
"ENSMUSG00000096329.2"	0	0	0	0	0	0
"ENSMUSG00000096330.8"	2	2	3	6	12	5
"ENSMUSG00000096332.2"	0	0	0	0	0	0
"ENSMUSG00000096333.7"	0	0	0	0	0	0
"ENSMUSG00000096336.2"	0	0	0	0	0	0
"ENSMUSG00000096337.1"	0	44	1	3	1	0
"ENSMUSG00000096340.1"	0	0	0	0	0	0
"ENSMUSG00000096344.2"	0	1	0	0	0	0
"ENSMUSG00000096345.1"	0	0	0	0	0	0
"ENSMUSG00000096347.2"	0	0	0	0	0	0
"ENSMUSG00000096348.1"	0	0	0	0	0	0
"ENSMUSG00000096351.2"	352	140	393	277	259	271
"ENSMUSG00000096354.1"	2	0	0	0	0	0
"ENSMUSG00000096355.2"	0	0	0	0	0	0
"ENSMUSG00000096356.3"	216	27	216	253	160	236
"ENSMUSG00000096361.2"	0	6	0	7	0	0
"ENSMUSG00000096362.1"	0	0	1	1	0	0
"ENSMUSG00000096363.1"	0	0	0	0	0	0
"ENSMUSG00000096365.4"	0	4	3	0	4	3
"ENSMUSG00000096366.1"	0	0	0	0	0	0
"ENSMUSG00000096370.8"	763	228	799	908	698	730
"ENSMUSG00000096372.1"	0	0	3	0	0	1
"ENSMUSG00000096373.3"	70	50	48	84	66	76
"ENSMUSG00000096374.1"	0	0	0	0	0	0
"ENSMUSG00000096375.2"	0	0	0	0	0	0
"ENSMUSG00000096376.1"	0	0	0	0	0	0
"ENSMUSG00000096379.1"	0	0	0	0	0	0
"ENSMUSG00000096380.1"	0	0	0	0	0	0
"ENSMUSG00000096385.7"	0	12	11	24	24	5
"ENSMUSG00000096386.1"	0	0	0	0	0	0
"ENSMUSG00000096393.1"	1	0	0	3	0	5
"ENSMUSG00000096396.1"	0	0	0	0	0	0
"ENSMUSG00000096397.7"	0	0	0	0	0	0
"ENSMUSG00000096399.1"	0	0	0	0	0	0
"ENSMUSG00000096400.2"	1	0	0	0	0	0
"ENSMUSG00000096401.2"	552	123	566	807	557	751
"ENSMUSG00000096403.2"	0	15	0	0	0	0
"ENSMUSG00000096405.3"	30	23	24	45	33	42
"ENSMUSG00000096407.2"	0	0	0	0	0	0
"ENSMUSG00000096409.3"	11	3	21	11	17	4
"ENSMUSG00000096410.2"	0	0	0	0	0	0
"ENSMUSG00000096413.2"	0	0	0	0	0	0
"ENSMUSG00000096414.1"	0	0	0	0	0	0
"ENSMUSG00000096417.2"	0	0	0	0	0	0
"ENSMUSG00000096420.2"	0	0	0	0	0	0
"ENSMUSG00000096421.1"	0	0	0	0	0	0
"ENSMUSG00000096422.2"	0	0	0	0	0	0
"ENSMUSG00000096424.1"	0	0	0	0	0	0
"ENSMUSG00000096426.2"	0	0	0	0	0	0
"ENSMUSG00000096427.3"	0	0	0	0	0	0
"ENSMUSG00000096429.1"	0	0	0	0	0	0
"ENSMUSG00000096433.2"	855	402	995	1445	1030	906
"ENSMUSG00000096436.3"	1	15	16	9	1	8
"ENSMUSG00000096437.1"	0	0	0	0	0	0
"ENSMUSG00000096438.3"	0	20	0	11	0	7
"ENSMUSG00000096439.1"	0	0	0	0	0	0
"ENSMUSG00000096440.1"	0	0	0	0	0	0
"ENSMUSG00000096442.1"	0	0	0	0	0	0
"ENSMUSG00000096445.1"	0	0	0	0	0	0
"ENSMUSG00000096446.1"	11	8	1	4	22	11
"ENSMUSG00000096448.2"	0	0	0	0	0	0
"ENSMUSG00000096449.2"	85	33	79	91	89	60
"ENSMUSG00000096450.1"	0	0	1	1	0	1
"ENSMUSG00000096452.2"	0	0	0	0	0	0
"ENSMUSG00000096453.1"	1	0	0	0	0	0
"ENSMUSG00000096457.7"	0	0	0	0	0	0
"ENSMUSG00000096458.7"	2543	1195	2829	3599	2478	2709
"ENSMUSG00000096459.1"	0	0	0	0	0	0
"ENSMUSG00000096461.5"	0	0	0	0	0	0
"ENSMUSG00000096463.1"	6	27	0	17	0	28
"ENSMUSG00000096464.2"	0	0	0	0	0	0
"ENSMUSG00000096465.3"	7	1	5	4	1	7
"ENSMUSG00000096467.2"	0	0	0	0	0	0
"ENSMUSG00000096468.7"	0	0	0	0	0	0
"ENSMUSG00000096470.1"	0	0	0	0	0	0
"ENSMUSG00000096472.2"	5596	2694	7157	7868	6129	5887
"ENSMUSG00000096474.2"	0	1	0	2	0	0
"ENSMUSG00000096476.1"	0	0	0	0	0	0
"ENSMUSG00000096477.2"	0	0	0	0	0	0
"ENSMUSG00000096478.3"	0	0	0	0	0	0
"ENSMUSG00000096481.1"	0	0	0	0	0	0
"ENSMUSG00000096483.1"	0	0	0	0	0	0
"ENSMUSG00000096484.1"	0	44	1	3	1	0
"ENSMUSG00000096485.3"	0	0	0	0	0	0
"ENSMUSG00000096486.1"	0	0	0	0	0	0
"ENSMUSG00000096488.1"	298	142	352	396	315	334
"ENSMUSG00000096490.1"	0	0	0	0	0	0
"ENSMUSG00000096497.2"	2	3	8	4	2	4
"ENSMUSG00000096498.3"	0	0	0	0	0	0
"ENSMUSG00000096499.2"	0	0	0	0	0	0
"ENSMUSG00000096505.2"	0	0	0	0	0	0
"ENSMUSG00000096506.1"	0	0	0	0	0	0
"ENSMUSG00000096507.1"	0	0	0	0	0	0
"ENSMUSG00000096508.7"	0	11	16	13	7	19
"ENSMUSG00000096513.1"	0	0	0	0	0	0
"ENSMUSG00000096515.5"	0	0	0	0	0	0
"ENSMUSG00000096516.3"	20	5	24	18	19	31
"ENSMUSG00000096517.1"	0	1	0	0	0	0
"ENSMUSG00000096518.2"	0	0	0	0	0	1
"ENSMUSG00000096519.1"	12	18	21	113	62	36
"ENSMUSG00000096520.7"	0	0	0	0	0	0
"ENSMUSG00000096521.1"	0	0	0	0	0	0
"ENSMUSG00000096524.1"	0	0	0	0	0	0
"ENSMUSG00000096525.2"	0	0	0	0	0	0
"ENSMUSG00000096527.5"	0	0	0	2	0	0
"ENSMUSG00000096530.7"	0	0	0	0	0	0
"ENSMUSG00000096531.2"	0	0	0	0	0	0
"ENSMUSG00000096533.1"	0	0	0	0	0	0
"ENSMUSG00000096534.2"	0	0	0	0	0	0
"ENSMUSG00000096537.6"	1	7	6	2	4	6
"ENSMUSG00000096538.2"	0	0	0	0	0	0
"ENSMUSG00000096539.1"	0	0	0	0	0	0
"ENSMUSG00000096541.2"	0	0	0	0	1	1
"ENSMUSG00000096544.2"	0	10	0	0	0	0
"ENSMUSG00000096546.2"	9	1	3	14	1	17
"ENSMUSG00000096549.9"	92	90	84	126	126	150
"ENSMUSG00000096550.1"	0	0	0	0	0	0
"ENSMUSG00000096551.2"	0	0	0	0	0	0
"ENSMUSG00000096553.1"	0	0	0	2	0	0
"ENSMUSG00000096554.1"	0	0	0	0	0	0
"ENSMUSG00000096555.3"	0	0	0	0	0	0
"ENSMUSG00000096557.2"	0	0	0	0	0	0
"ENSMUSG00000096566.2"	0	0	0	0	0	0
"ENSMUSG00000096568.1"	0	0	0	0	0	0
"ENSMUSG00000096569.2"	4	5	1	4	1	2
"ENSMUSG00000096574.7"	7	1	78	0	0	166
"ENSMUSG00000096576.2"	0	0	0	0	0	0
"ENSMUSG00000096577.2"	0	0	0	0	0	0
"ENSMUSG00000096578.2"	0	0	0	0	0	0
"ENSMUSG00000096579.1"	0	4	1	0	0	0
"ENSMUSG00000096580.1"	0	0	0	0	0	0
"ENSMUSG00000096582.1"	0	0	0	0	0	0
"ENSMUSG00000096584.2"	0	0	0	0	0	0
"ENSMUSG00000096589.1"	0	0	0	0	0	0
"ENSMUSG00000096591.1"	0	1	0	0	0	0
"ENSMUSG00000096592.1"	6	0	73	0	1	0
"ENSMUSG00000096593.2"	2	0	0	1	4	4
"ENSMUSG00000096594.2"	2	0	0	0	0	0
"ENSMUSG00000096596.1"	0	4	0	10	0	0
"ENSMUSG00000096597.1"	0	0	0	0	0	4
"ENSMUSG00000096600.5"	0	0	0	0	0	0
"ENSMUSG00000096601.1"	0	0	0	0	0	0
"ENSMUSG00000096606.2"	799	551	866	1144	953	936
"ENSMUSG00000096607.1"	0	17	4	2	2	2
"ENSMUSG00000096614.1"	0	0	0	0	0	0
"ENSMUSG00000096615.1"	0	0	0	0	0	0
"ENSMUSG00000096617.3"	0	205	20	10	0	19
"ENSMUSG00000096618.2"	0	0	4	3	9	1
"ENSMUSG00000096619.1"	0	0	0	0	0	0
"ENSMUSG00000096620.1"	0	0	0	0	0	0
